tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
265,1/24/2018 18:58,1/24/2018 19:02,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,29644,Subscriber,1968,1
234,1/24/2018 18:59,1/24/2018 19:03,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,29617,Subscriber,1982,1
566,1/24/2018 18:59,1/24/2018 19:08,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,31822,Subscriber,1992,1
173,1/24/2018 18:59,1/24/2018 19:02,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31750,Subscriber,1986,1
136,1/24/2018 19:00,1/24/2018 19:02,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,31946,Subscriber,1986,1
312,1/24/2018 19:02,1/24/2018 19:07,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,31816,Subscriber,1985,1
255,1/24/2018 19:04,1/24/2018 19:08,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,29666,Subscriber,1971,1
211,1/24/2018 19:05,1/24/2018 19:08,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,31733,Subscriber,1972,1
509,1/24/2018 19:05,1/24/2018 19:14,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,31868,Subscriber,1978,1
517,1/24/2018 19:08,1/24/2018 19:17,3211,Newark Ave,40.72152515,-74.04630454,3225,Baldwin at Montgomery,40.7236589,-74.0641943,31920,Subscriber,1986,2
232,1/24/2018 19:10,1/24/2018 19:14,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,31750,Subscriber,1972,1
180,1/24/2018 19:13,1/24/2018 19:16,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,31866,Subscriber,1986,1
216,1/24/2018 19:14,1/24/2018 19:18,3273,Manila & 1st,40.72165072,-74.04288411,3270,Jersey & 6th St,40.72528911,-74.04557168,29610,Customer,NULL,0
105,1/24/2018 19:14,1/24/2018 19:16,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,31816,Subscriber,NULL,0
232,1/24/2018 19:15,1/24/2018 19:19,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,31841,Subscriber,1978,1
347,1/24/2018 19:15,1/24/2018 19:21,3187,Warren St,40.7211236,-74.03805095,3214,Essex Light Rail,40.7127742,-74.0364857,31808,Subscriber,1963,1
526,1/24/2018 19:16,1/24/2018 19:25,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,31911,Subscriber,1990,1
464,1/24/2018 19:18,1/24/2018 19:25,3638,Washington St,40.7242941,-74.0354826,3209,Brunswick St,40.7241765,-74.0506564,31859,Subscriber,1980,1
198,1/24/2018 19:19,1/24/2018 19:22,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,29644,Subscriber,1989,1
344,1/24/2018 19:21,1/24/2018 19:26,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31754,Subscriber,1992,1
232,1/24/2018 19:21,1/24/2018 19:25,3211,Newark Ave,40.72152515,-74.04630454,3269,Brunswick & 6th,40.72601173,-74.05038893,31927,Subscriber,1979,1
513,1/24/2018 19:21,1/24/2018 19:30,3203,Hamilton Park,40.72759597,-74.04424731,3275,Columbus Drive,40.7183552,-74.03891444,31742,Subscriber,1987,1
870,1/24/2018 19:22,1/24/2018 19:36,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,31861,Subscriber,1988,1
369,1/24/2018 19:24,1/24/2018 19:31,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26247,Subscriber,1982,1
254,1/24/2018 19:27,1/24/2018 19:31,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,26239,Subscriber,1977,1
164,1/24/2018 19:28,1/24/2018 19:31,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,29584,Subscriber,1981,1
254,1/24/2018 19:31,1/24/2018 19:35,3203,Hamilton Park,40.72759597,-74.04424731,3269,Brunswick & 6th,40.72601173,-74.05038893,29613,Subscriber,1975,2
390,1/24/2018 19:32,1/24/2018 19:39,3276,Marin Light Rail,40.71458404,-74.04281706,3211,Newark Ave,40.72152515,-74.04630454,29662,Subscriber,1983,1
492,1/24/2018 19:36,1/24/2018 19:44,3640,Journal Square,40.73367,-74.0625,3207,Oakland Ave,40.7376037,-74.0524783,31829,Subscriber,1985,1
361,1/24/2018 19:36,1/24/2018 19:42,3640,Journal Square,40.73367,-74.0625,3281,Leonard Gordon Park,40.74590997,-74.05727148,29672,Subscriber,1990,1
257,1/24/2018 19:37,1/24/2018 19:41,3270,Jersey & 6th St,40.72528911,-74.04557168,3187,Warren St,40.7211236,-74.03805095,29610,Subscriber,1987,1
153,1/24/2018 19:38,1/24/2018 19:41,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,31686,Subscriber,1983,1
109,1/24/2018 19:41,1/24/2018 19:43,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,31873,Subscriber,1982,1
240,1/24/2018 19:41,1/24/2018 19:45,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,33463,Subscriber,1970,1
248,1/24/2018 19:42,1/24/2018 19:46,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,29577,Subscriber,1986,1
243,1/24/2018 19:43,1/24/2018 19:47,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,26247,Subscriber,1986,1
233,1/24/2018 19:43,1/24/2018 19:47,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,31864,Subscriber,1977,1
206,1/24/2018 19:43,1/24/2018 19:47,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,31727,Subscriber,1986,1
470,1/24/2018 19:45,1/24/2018 19:52,3276,Marin Light Rail,40.71458404,-74.04281706,3279,Dixon Mills,40.72163014,-74.04996783,31926,Subscriber,1989,2
473,1/24/2018 19:45,1/24/2018 19:52,3276,Marin Light Rail,40.71458404,-74.04281706,3279,Dixon Mills,40.72163014,-74.04996783,29602,Subscriber,1989,1
361,1/24/2018 19:46,1/24/2018 19:52,3273,Manila & 1st,40.72165072,-74.04288411,3639,Harborside,40.7192517,-74.034234,31908,Subscriber,1987,1
189,1/24/2018 19:48,1/24/2018 19:51,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,31689,Subscriber,1986,1
290,1/24/2018 19:49,1/24/2018 19:54,3272,Jersey & 3rd,40.72333159,-74.04595256,3205,JC Medical Center,40.71653978,-74.04963791,31938,Subscriber,1974,1
242,1/24/2018 19:53,1/24/2018 19:57,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29587,Subscriber,1995,1
198,1/24/2018 19:55,1/24/2018 19:59,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,31773,Subscriber,1984,1
181,1/24/2018 19:57,1/24/2018 20:00,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31688,Subscriber,1991,1
271,1/24/2018 19:57,1/24/2018 20:01,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,31735,Subscriber,1985,1
169,1/24/2018 19:59,1/24/2018 20:02,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,31813,Subscriber,1985,1
251,1/24/2018 20:01,1/24/2018 20:05,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,26186,Subscriber,1985,1
294,1/24/2018 20:03,1/24/2018 20:08,3195,Sip Ave,40.73074263,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,29644,Subscriber,1984,2
279,1/24/2018 20:03,1/24/2018 20:08,3640,Journal Square,40.73367,-74.0625,3207,Oakland Ave,40.7376037,-74.0524783,29604,Subscriber,1986,1
277,1/24/2018 20:04,1/24/2018 20:09,3275,Columbus Drive,40.7183552,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,31862,Subscriber,NULL,0
183,1/24/2018 20:06,1/24/2018 20:09,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,31719,Subscriber,1977,1
329,1/24/2018 20:06,1/24/2018 20:11,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,29666,Subscriber,1986,2
160,1/24/2018 20:07,1/24/2018 20:09,3270,Jersey & 6th St,40.72528911,-74.04557168,3269,Brunswick & 6th,40.72601173,-74.05038893,31954,Customer,NULL,0
206,1/24/2018 20:15,1/24/2018 20:18,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,31836,Subscriber,1981,1
458,1/24/2018 20:15,1/24/2018 20:23,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,31875,Subscriber,1961,2
420,1/24/2018 20:17,1/24/2018 20:24,3640,Journal Square,40.73367,-74.0625,3281,Leonard Gordon Park,40.74590997,-74.05727148,31739,Subscriber,1980,1
187,1/24/2018 20:18,1/24/2018 20:21,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,31813,Subscriber,1985,1
146,1/24/2018 20:19,1/24/2018 20:21,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,31689,Subscriber,1970,1
834,1/24/2018 20:19,1/24/2018 20:33,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,26317,Subscriber,1982,1
109,1/24/2018 20:19,1/24/2018 20:21,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,31865,Subscriber,1989,1
254,1/24/2018 20:20,1/24/2018 20:24,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,31841,Subscriber,1983,1
970,1/24/2018 20:20,1/24/2018 20:36,3188,NJCU,40.7101087,-74.0858489,3195,Sip Ave,40.73074263,-74.06378388,26229,Subscriber,1960,1
304,1/24/2018 20:21,1/24/2018 20:26,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,31733,Subscriber,1980,1
223,1/24/2018 20:24,1/24/2018 20:28,3192,Liberty Light Rail,40.7112423,-74.0557013,3268,Lafayette Park,40.71346383,-74.06285852,31799,Subscriber,1985,1
516,1/24/2018 20:25,1/24/2018 20:33,3199,Newport Pkwy,40.7287448,-74.0321082,3267,Morris Canal,40.71241882,-74.03852552,31933,Subscriber,1988,1
377,1/24/2018 20:28,1/24/2018 20:35,3273,Manila & 1st,40.72165072,-74.04288411,3278,Monmouth and 6th,40.72568548,-74.04879034,31728,Subscriber,1989,2
156,1/24/2018 20:29,1/24/2018 20:32,3272,Jersey & 3rd,40.72333159,-74.04595256,3279,Dixon Mills,40.72163014,-74.04996783,31689,Subscriber,1970,1
553,1/24/2018 20:31,1/24/2018 20:40,3194,McGinley Square,40.72533993,-74.06762213,3200,MLK Light Rail,40.7111305,-74.0788855,29586,Subscriber,1977,1
424,1/24/2018 20:32,1/24/2018 20:39,3640,Journal Square,40.73367,-74.0625,3194,McGinley Square,40.72533993,-74.06762213,29618,Subscriber,1991,1
368,1/24/2018 20:36,1/24/2018 20:42,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29655,Subscriber,1987,1
220,1/24/2018 20:38,1/24/2018 20:41,3273,Manila & 1st,40.72165072,-74.04288411,3278,Monmouth and 6th,40.72568548,-74.04879034,31713,Subscriber,1983,1
784,1/24/2018 20:42,1/24/2018 20:55,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,26272,Subscriber,1990,1
361,1/24/2018 20:45,1/24/2018 20:51,3184,Paulus Hook,40.7141454,-74.0335519,3205,JC Medical Center,40.71653978,-74.04963791,31697,Subscriber,1976,1
320,1/24/2018 20:47,1/24/2018 20:52,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,31708,Subscriber,1982,1
86,1/24/2018 20:47,1/24/2018 20:49,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,29595,Subscriber,1986,1
952,1/24/2018 20:50,1/24/2018 21:06,3185,City Hall,40.7177325,-74.043845,3212,Christ Hospital,40.73478582,-74.05044364,31715,Subscriber,1986,2
303,1/24/2018 20:53,1/24/2018 20:58,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,31878,Subscriber,1984,1
534,1/24/2018 20:53,1/24/2018 21:02,3275,Columbus Drive,40.7183552,-74.03891444,3203,Hamilton Park,40.72759597,-74.04424731,31742,Subscriber,1987,1
220,1/24/2018 20:57,1/24/2018 21:01,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31822,Subscriber,1992,1
253,1/24/2018 20:57,1/24/2018 21:02,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31874,Subscriber,1958,1
920,1/24/2018 20:58,1/24/2018 21:14,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,26290,Subscriber,1985,1
132,1/24/2018 20:59,1/24/2018 21:01,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,26317,Subscriber,1991,1
207,1/24/2018 21:00,1/24/2018 21:03,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,26229,Subscriber,1994,1
615,1/24/2018 21:01,1/24/2018 21:11,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.7183552,-74.03891444,26317,Subscriber,1991,2
323,1/24/2018 21:05,1/24/2018 21:11,3638,Washington St,40.7242941,-74.0354826,3275,Columbus Drive,40.7183552,-74.03891444,26234,Subscriber,1991,1
360,1/24/2018 21:07,1/24/2018 21:13,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,31813,Subscriber,1956,1
466,1/24/2018 21:11,1/24/2018 21:19,3214,Essex Light Rail,40.7127742,-74.0364857,3211,Newark Ave,40.72152515,-74.04630454,31754,Subscriber,1989,1
182,1/24/2018 21:16,1/24/2018 21:19,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,29629,Subscriber,1990,2
298,1/24/2018 21:22,1/24/2018 21:27,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,31914,Subscriber,1981,1
262,1/24/2018 21:25,1/24/2018 21:29,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,29640,Subscriber,1981,2
342,1/24/2018 21:26,1/24/2018 21:32,3206,Hilltop,40.7311689,-74.0575736,3207,Oakland Ave,40.7376037,-74.0524783,26243,Subscriber,1979,1
102,1/24/2018 21:29,1/24/2018 21:31,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,31773,Subscriber,1989,1
171,1/24/2018 21:32,1/24/2018 21:34,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,31914,Subscriber,1981,1
292,1/24/2018 21:35,1/24/2018 21:40,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29597,Subscriber,1978,1
502,1/24/2018 21:36,1/24/2018 21:44,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,31954,Subscriber,1974,2
524,1/24/2018 21:39,1/24/2018 21:47,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,31890,Subscriber,1979,1
179,1/24/2018 21:44,1/24/2018 21:47,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,29613,Subscriber,1970,1
249,1/24/2018 21:45,1/24/2018 21:49,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,31694,Subscriber,1975,1
398,1/24/2018 21:57,1/24/2018 22:03,3187,Warren St,40.7211236,-74.03805095,3209,Brunswick St,40.7241765,-74.0506564,31766,Subscriber,1991,1
470,1/24/2018 21:59,1/24/2018 22:07,3279,Dixon Mills,40.72163014,-74.04996783,3276,Marin Light Rail,40.71458404,-74.04281706,31719,Subscriber,1989,1
434,1/24/2018 21:59,1/24/2018 22:07,3279,Dixon Mills,40.72163014,-74.04996783,3276,Marin Light Rail,40.71458404,-74.04281706,29602,Subscriber,1989,2
502,1/24/2018 22:01,1/24/2018 22:10,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,26212,Subscriber,1977,1
267,1/24/2018 22:03,1/24/2018 22:08,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,31927,Subscriber,1988,1
173,1/24/2018 22:04,1/24/2018 22:07,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,31811,Subscriber,1975,1
333,1/24/2018 22:04,1/24/2018 22:10,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,32795,Subscriber,1956,1
245,1/24/2018 22:08,1/24/2018 22:13,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,26186,Subscriber,1983,1
588,1/24/2018 22:10,1/24/2018 22:20,3214,Essex Light Rail,40.7127742,-74.0364857,3214,Essex Light Rail,40.7127742,-74.0364857,31738,Subscriber,1983,2
472,1/24/2018 22:16,1/24/2018 22:24,3195,Sip Ave,40.73074263,-74.06378388,3280,Astor Place,40.7192822,-74.07126188,31926,Subscriber,1953,2
531,1/24/2018 22:27,1/24/2018 22:36,3211,Newark Ave,40.72152515,-74.04630454,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29662,Subscriber,1976,1
77,1/24/2018 22:28,1/24/2018 22:29,3639,Harborside,40.7192517,-74.034234,3183,Exchange Place,40.7162469,-74.0334588,31773,Subscriber,1985,1
373,1/24/2018 22:33,1/24/2018 22:39,3195,Sip Ave,40.73074263,-74.06378388,3280,Astor Place,40.7192822,-74.07126188,32843,Subscriber,1960,1
136,1/24/2018 22:36,1/24/2018 22:38,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,29600,Subscriber,1986,1
383,1/24/2018 22:41,1/24/2018 22:48,3269,Brunswick & 6th,40.72601173,-74.05038893,3270,Jersey & 6th St,40.72528911,-74.04557168,31733,Customer,NULL,0
651,1/24/2018 22:43,1/24/2018 22:54,3205,JC Medical Center,40.71653978,-74.04963791,3268,Lafayette Park,40.71346383,-74.06285852,31864,Subscriber,1979,1
334,1/24/2018 23:09,1/24/2018 23:15,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,26175,Subscriber,1989,2
214,1/24/2018 23:13,1/24/2018 23:17,3211,Newark Ave,40.72152515,-74.04630454,3269,Brunswick & 6th,40.72601173,-74.05038893,31705,Subscriber,1979,1
125,1/25/2018 0:07,1/25/2018 0:09,3211,Newark Ave,40.72152515,-74.04630454,3270,Jersey & 6th St,40.72528911,-74.04557168,31754,Subscriber,1991,2
923,1/25/2018 0:45,1/25/2018 1:01,3195,Sip Ave,40.73074263,-74.06378388,3189,West Side Light Rail,40.714402,-74.0887723,31847,Subscriber,1962,1
3397,1/25/2018 1:15,1/25/2018 2:12,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,31908,Subscriber,1975,1
544,1/25/2018 5:02,1/25/2018 5:11,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,31725,Subscriber,1962,1
246,1/25/2018 5:11,1/25/2018 5:15,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,29597,Subscriber,1994,1
237,1/25/2018 5:18,1/25/2018 5:22,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,26272,Subscriber,1980,1
453,1/25/2018 5:21,1/25/2018 5:28,3267,Morris Canal,40.71241882,-74.03852552,3202,Newport PATH,40.7272235,-74.0337589,31822,Subscriber,1984,1
489,1/25/2018 5:22,1/25/2018 5:31,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,26214,Subscriber,1985,1
128,1/25/2018 5:36,1/25/2018 5:38,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,31811,Subscriber,1982,1
77,1/25/2018 5:36,1/25/2018 5:38,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,26252,Subscriber,1989,1
170,1/25/2018 5:51,1/25/2018 5:54,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,31874,Subscriber,1961,1
247,1/25/2018 6:03,1/25/2018 6:07,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,31875,Subscriber,1958,1
244,1/25/2018 6:05,1/25/2018 6:09,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,29641,Subscriber,1989,2
184,1/25/2018 6:11,1/25/2018 6:14,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,31719,Subscriber,1967,1
257,1/25/2018 6:18,1/25/2018 6:22,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31933,Subscriber,1974,1
325,1/25/2018 6:20,1/25/2018 6:26,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,31735,Subscriber,1989,2
170,1/25/2018 6:21,1/25/2018 6:24,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,29655,Subscriber,1980,1
1145,1/25/2018 6:24,1/25/2018 6:43,3200,MLK Light Rail,40.7111305,-74.0788855,3183,Exchange Place,40.7162469,-74.0334588,31949,Subscriber,1977,1
200,1/25/2018 6:29,1/25/2018 6:33,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,31859,Subscriber,1980,1
586,1/25/2018 6:34,1/25/2018 6:44,3195,Sip Ave,40.73074263,-74.06378388,3280,Astor Place,40.7192822,-74.07126188,31725,Subscriber,1964,1
439,1/25/2018 6:35,1/25/2018 6:42,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,31874,Subscriber,1981,1
138,1/25/2018 6:35,1/25/2018 6:37,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,31865,Subscriber,1970,1
418,1/25/2018 6:39,1/25/2018 6:46,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.73074263,-74.06378388,31739,Subscriber,1980,1
247,1/25/2018 6:39,1/25/2018 6:43,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,29618,Subscriber,1977,2
238,1/25/2018 6:45,1/25/2018 6:49,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,29587,Subscriber,1976,1
679,1/25/2018 6:48,1/25/2018 6:59,3276,Marin Light Rail,40.71458404,-74.04281706,3269,Brunswick & 6th,40.72601173,-74.05038893,31686,Subscriber,1989,1
614,1/25/2018 6:48,1/25/2018 6:59,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,31954,Subscriber,1972,1
203,1/25/2018 6:50,1/25/2018 6:53,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,29608,Subscriber,1970,1
439,1/25/2018 6:50,1/25/2018 6:58,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,31908,Subscriber,1979,1
110,1/25/2018 6:52,1/25/2018 6:54,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,31816,Subscriber,1979,1
367,1/25/2018 6:53,1/25/2018 6:59,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31742,Subscriber,1969,1
631,1/25/2018 6:56,1/25/2018 7:06,3278,Monmouth and 6th,40.72568548,-74.04879034,3183,Exchange Place,40.7162469,-74.0334588,29666,Subscriber,1975,1
126,1/25/2018 6:57,1/25/2018 6:59,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,31914,Subscriber,1991,1
190,1/25/2018 7:00,1/25/2018 7:04,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,31689,Subscriber,1986,1
275,1/25/2018 7:01,1/25/2018 7:05,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,31811,Subscriber,1956,1
832,1/25/2018 7:01,1/25/2018 7:15,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,26239,Subscriber,1977,2
146,1/25/2018 7:03,1/25/2018 7:06,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29595,Subscriber,1962,2
141,1/25/2018 7:06,1/25/2018 7:09,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,31738,Subscriber,1984,1
598,1/25/2018 7:08,1/25/2018 7:18,3278,Monmouth and 6th,40.72568548,-74.04879034,3184,Paulus Hook,40.7141454,-74.0335519,31927,Subscriber,1979,1
207,1/25/2018 7:10,1/25/2018 7:13,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,29577,Subscriber,1977,1
315,1/25/2018 7:12,1/25/2018 7:17,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,31713,Subscriber,1987,2
531,1/25/2018 7:13,1/25/2018 7:22,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,31915,Subscriber,1985,1
202,1/25/2018 7:15,1/25/2018 7:18,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31862,Subscriber,1991,1
544,1/25/2018 7:17,1/25/2018 7:26,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,31802,Subscriber,1982,2
